,year,month,day,total_fee,total_received_satoshi,total_sent_satoshi,mean_fee_satoshi,mean_feeUSD,mean_fee_for100,nb_transactions,nb_payments,mean_nb_inputs,mean_nb_outputs,nb_mining,total_mining_satoshi,newly_created_coins,self_spent_satoshi,total_received,volume_without_self
2016-04-29,2016,4,29,5013205017,251772415186602,251384915186602,19354.35992695601,8845135.660869842,1.0063332474043643,259022,711525,2.2631899993050784,2.7469674390592305,155,392513205017,387500000000,9628420062870,251772415186602,242143995123732
2016-04-30,2016,4,30,4169646638,193131688651126,192769188651126,18887.776434935837,8497619.799889574,0.9406547213624555,220759,593461,2.3510343859140512,2.68827544969854,145,366669646638,362500000000,9653204298451,193131688651126,183478484352675
2016-05-01,2016,5,1,3417575916,187714549012979,187327049012979,17959.82929213306,8171915.336772852,1.2016970639347953,190290,578473,2.386630931735772,3.0399548058226915,155,390917575916,387500000000,8835465721203,187714549012979,178879083291776
2016-05-02,2016,5,2,4457435447,241333729942231,240946229942231,20226.77663325362,8999561.791751012,0.9721691594264213,220373,602509,2.4723718422855794,2.734041829080695,155,391957435447,387500000000,12782464392342,241333729942231,228551265549889
2016-05-03,2016,5,3,4418746144,226778331593657,226395831593657,18726.912717147618,8457613.960318511,0.8782121478644865,235957,573008,2.3786791661192503,2.428442470450124,153,386918746144,382500000000,9833274514652,226778331593657,216945057079005
2016-05-04,2016,5,4,4759811136,226716243346716,226316243541845,20456.468695203712,9172025.737816727,0.8695740036053052,232680,574875,2.3556257521058965,2.470667870036101,160,404759616007,399999804871,12489084444125,226716243346716,214227158902591
2016-05-05,2016,5,5,4503180740,218128149213056,217735649213056,19370.268884501394,8703760.178349309,0.8805267191908567,232479,596820,2.1967145419586287,2.5671996180300156,157,397003180740,392500000000,12643199646567,218128149213056,205484949566489
2016-05-06,2016,5,6,4466708284,227891647878211,227484147878211,19057.060933673514,8798527.767955208,0.9403170182508793,234386,586843,2.2284991424402483,2.5037459575230603,163,411966708284,407500000000,15604328912162,227891647878211,212287318966049
2016-05-07,2016,5,7,3777358643,191650200738624,191260200738624,18701.369139977127,8628098.186798353,0.947322773936749,201983,507326,2.2009327517662376,2.511726234386062,156,393777358643,390000000000,9629358338179,191650200738624,182020842400445
2016-05-08,2016,5,8,3476048544,164828716044377,164416216044377,18347.039992399492,8464936.81478844,1.018071950674393,189461,494494,2.3982138804292177,2.610004169723584,165,415976048544,412500000000,8876305325356,164828716044377,155952410719021
2016-05-09,2016,5,9,3955518002,205526126353640,205091126353640,17838.460194551302,8267452.209737872,1.3640390975761107,221741,618389,2.2473020325514903,2.788789623930622,174,438955518002,435000000000,12185098873046,205526126353640,193341027480594
2016-05-10,2016,5,10,4839246301,220857991100310,220470491100310,19529.863556199478,8809524.718546992,1.4145866563110137,247787,615888,2.1989289187891212,2.4855541251155224,155,392339246301,387500000000,10554518452081,220857991100310,210303472648229
2016-05-11,2016,5,11,4604702301,250713351484053,250365851484053,19495.011837476028,8848713.843550328,1.3601065113275874,236199,594259,2.137341817704563,2.5159251309277346,139,352104702301,347500000000,9744886725938,250713351484053,240968464758115
2016-05-12,2016,5,12,4696405489,231257115114369,230917115114369,20417.733935900113,9302467.94711275,1.0944592342854773,230016,579486,2.1593758695047303,2.5193290901502503,136,344696405489,340000000000,10262957112857,231257115114369,220994158001512
2016-05-13,2016,5,13,4578956943,256003850078976,255626350078976,19905.39282112365,9101579.839424673,0.9426966706419022,230036,592661,2.2246909179432786,2.576383696464901,151,382078956943,377500000000,10143565317571,256003850078976,245860284761405
2016-05-14,2016,5,14,4885225455,194169433304170,193824433304170,23272.17640781833,10661438.639771277,1.446122041781892,209917,574484,2.532124601628263,2.736719751139736,138,349885225455,345000000000,8415470356030,194169433304170,185753962948140
2016-05-15,2016,5,15,4602837296,202235320781327,201860320781327,22695.093465869868,10459209.259058528,1.3613916375110997,202812,570483,2.5275821943474743,2.8128661025974795,150,379602837296,375000000000,8337324639656,202235320781327,193897996141671
2016-05-16,2016,5,16,5885982502,266527812820689,266197812820689,25203.532196045184,11473254.99889436,1.111265874608046,233538,669172,2.283144498968048,2.8653666640974915,132,335885982502,330000000000,10928978695239,266527812820689,255598834125450
2016-05-17,2016,5,17,5908482943,270638919536843,270263919536843,24078.41939401349,10920665.41735971,1.0646316484022131,245385,676462,2.4480795484646576,2.7567373718849972,150,380908482943,375000000000,12607407508638,270638919536843,258031512028205
2016-05-18,2016,5,18,5873229352,227098804073057,226733804073057,25125.89989390465,11419374.184717387,1.459518889129751,233752,717495,2.523097128580718,3.0694710633491904,146,370873229352,365000000000,11087450169074,227098804073057,216011353903983
2016-05-19,2016,5,19,5495455483,253418377303251,253113377303251,25152.092247206954,11009679.182493884,1.5384765429625065,218489,589990,2.426845287405773,2.700319009194971,122,310495455483,305000000000,11839596370912,253418377303251,241578780932339
2016-05-20,2016,5,20,5234028485,214340103653231,213967603653231,24497.80010109851,10837748.239807494,1.5181026166926481,213653,545472,2.525337814119156,2.5530743776122966,149,377734028485,372500000000,7743468170927,214340103653231,206596635482304
2016-05-21,2016,5,21,5544144926,160615966722309,160275966722309,29266.431193483848,12996584.406284647,1.4636701499213578,189437,532209,2.788172321141065,2.8094247691844783,136,345544144926,340000000000,9030970020260,160615966722309,151584996702049
2016-05-22,2016,5,22,4404013591,146912127021618,146452127021618,24038.58820671812,10590408.019781835,1.582382884295772,183206,492158,2.9309629597283933,2.6863639837123237,184,464404013591,460000000000,5843483528915,146912127021618,141068643492703
2016-05-23,2016,5,23,5178363655,210658575005420,210206075005420,24265.541672133604,10778876.053430483,1.3844974035205868,213404,587076,2.386529774512193,2.7510074787726566,181,457678363655,452500000000,8477897474648,210658575005420,202180677530772
2016-05-24,2016,5,24,6207956960,238702498897725,238317498897725,24766.740845059183,11037904.036181914,1.8080291944220566,250657,668240,2.457274283183793,2.665953873221175,154,391207956960,385000000000,6828439249088,238702498897725,231874059648637
2016-05-25,2016,5,25,5972769091,349944890785949,349604890785949,23895.473131056115,10766094.221086493,1.2406135259513353,249954,620533,2.192475415476448,2.4825887963385265,136,345972769091,340000000000,15931656735569,349944890785949,334013234050380
2016-05-26,2016,5,26,5540405009,356726472665054,356381472665054,24815.93213741826,11277196.195785673,1.0507474910311134,223260,550290,2.3818104452208186,2.4647944101048105,138,350540405009,345000000000,17480653273853,356726472665054,339245819391201
2016-05-27,2016,5,27,7092806312,411086409132543,410756409132543,32900.27744045272,15523013.189991005,1.2682277761812644,215585,573151,2.8972331099102444,2.658584780944871,132,337092806312,330000000000,21862084821932,411086409132543,389224324310611
2016-05-28,2016,5,28,5185427024,361480998779916,361140998779916,27654.725843439675,14682186.81679697,1.3213810662884735,187506,538189,2.8405277697780336,2.870249485349802,136,345185427024,340000000000,23582276549954,361480998779916,337898722229962
2016-05-29,2016,5,29,5023328884,279868257312001,279483257312001,26750.42673269963,14112179.193911172,1.409625305898496,187785,520179,2.6351252762467716,2.770077482227015,154,390023328884,385000000000,21384375364881,279868257312001,258483881947120
2016-05-30,2016,5,30,5634992299,224511040649012,224173540649012,27634.43200498254,14742780.47752661,1.793912290596109,203912,578684,2.85685982188395,2.837910471183648,135,343134992299,337500000000,21817075945129,224511040649012,202693964703883
2016-05-31,2016,5,31,5105708482,253752964903315,253422964903315,23813.383465870666,12643565.095328378,1.2658773685386884,214405,565901,2.367747953639141,2.639402066183158,132,335105708482,330000000000,11855323838771,253752964903315,241897641064544
2016-06-01,2016,6,1,5664374774,240140016735879,239800016735879,24388.49706358501,13111590.358887754,1.0525929362539568,232256,592403,2.315750723339763,2.5506467001928907,136,345664374774,340000000000,16473393822592,240140016735879,223666622913287
2016-06-02,2016,6,2,6004208082,237430493432831,237062993432831,25276.83184164218,13618430.074620297,1.3150277750267936,237538,609939,2.2684244205137705,2.567753369987118,147,373504208082,367500000000,12375311765117,237430493432831,225055181667714
2016-06-03,2016,6,3,5422873868,192476887781305,192146887781305,23473.408887465263,13383973.411391506,1.13022721794172,231022,584495,2.242894616097168,2.530040429050047,132,335422873868,330000000000,6400881298445,192476887781305,186076006482860
2016-06-04,2016,6,4,4710277333,150684087775473,150361587775473,23442.379599860647,13462165.49932718,1.2464856773293023,200930,558150,2.3634997262728312,2.77783307619569,129,327210277333,322500000000,3370620575271,150684087775473,147313467200202
2016-06-05,2016,6,5,4453442836,183596613551950,183189113551950,23533.057333995625,13534747.092189627,1.3750198953146116,189242,518615,2.55692182496486,2.740485727269845,163,411953442836,407500000000,17947117878282,183596613551950,165649495673668
2016-06-06,2016,6,6,5067229960,193015271179846,192592771179846,23140.466624348675,13557008.517750224,1.2610758896451015,218977,606985,2.4503532334446083,2.7719121186243303,169,427567229960,422500000000,11783972844669,193015271179846,181231298335177
2016-06-07,2016,6,7,5348217918,214731801416853,214376801416853,23130.729652231454,13380415.644635104,1.0723848891631957,231217,604375,2.2503319392605214,2.6138865221847873,142,360348217918,355000000000,12434530805068,214731801416853,202297270611785
2016-06-08,2016,6,8,5149055574,204348432920563,203985932920563,21857.765064460396,12745210.301180728,1.061516733687425,235571,604669,2.3259569301824077,2.5668227413391294,145,367649055574,362500000000,9547689351604,204348432920563,194800743568959
2016-06-09,2016,6,9,5252384603,206638207196966,206218207196966,22438.12922339512,12949082.202157311,0.9698305264514572,234083,623378,2.273215056198015,2.6630639559472495,168,425252384603,420000000000,10558489329178,206638207196966,196079717867788
2016-06-10,2016,6,10,5218425219,227453707143562,227116207143562,23205.377174493064,13454825.811541595,0.8474390033796275,224880,604913,2.30880914265386,2.6899368552116685,135,342718425219,337500000000,17473615780486,227453707143562,209980091363076
2016-06-11,2016,6,11,4695843747,189407962731394,189010462731394,21691.713115700684,13133238.86404032,0.9690699345001839,216481,585870,2.41093675657448,2.7063345051066836,159,402195843747,397500000000,13074195254741,189407962731394,176333767476653
2016-06-12,2016,6,12,5137244218,273810526262363,273440526262363,24794.248017567992,16621875.33002677,1.2440120817657216,207195,593848,2.6363908395472864,2.866130939453172,148,375137244218,370000000000,18096257274722,273810526262363,255714268987641
2016-06-13,2016,6,13,6288348525,282875018967046,282485018967046,25392.182181232307,17884266.886746418,1.0097691953118995,247649,658146,2.6652560680640747,2.6575758432297323,156,396288348525,390000000000,13568537787072,282875018967046,269306481179974
2016-06-14,2016,6,14,7056167676,241668907710640,241308907710640,27728.333533745947,18992475.12810615,1.0512179290107395,254475,616748,2.3304253855977994,2.423609391885254,144,367056167676,360000000000,8421884800419,241668907710640,233247022910221
2016-06-15,2016,6,15,8046459191,226623268595599,226273268595599,32496.765819359633,22585299.62471275,1.0859116969260365,247608,639648,2.396752124325547,2.5833091014829894,140,358046459191,350000000000,8195742382265,226623268595599,218427526213334
2016-06-16,2016,6,16,8356117074,278197342790648,277807342790648,30309.72020849429,23260287.064900897,1.0801163728481806,275691,703237,2.4863923740709706,2.550815949740833,156,398356117074,390000000000,17462168908069,278197342790648,260735173882579
2016-06-17,2016,6,17,7924707042,280328350601986,279953350601986,31196.317879595477,23397695.3540368,1.1039100637468018,254027,676758,2.525609482456589,2.664118381116968,150,382924707042,375000000000,8594903022281,280328350601986,271733447579705
2016-06-18,2016,6,18,6973505804,228474542475358,228094542475358,30015.649376530695,22760529.142336406,1.243319410264387,232329,641550,2.5280787159588343,2.7613857934222588,152,386973505804,380000000000,4629590873986,228474542475358,223844951601372
2016-06-19,2016,6,19,6376079749,203471923897067,203021923897067,28928.13765646905,22181145.571264096,1.1890681139739683,220411,597594,2.7371229203624137,2.711271216046386,180,456376079749,450000000000,4542946597531,203471923897067,198928977299536
2016-06-20,2016,6,20,7610707050,261235973074332,260828473074332,30842.297639020595,22283481.069812715,1.080633070766,246762,668874,2.3296698843419974,2.7106037396357623,163,415110707050,407500000000,4905513942607,261235973074332,256330459131725
2016-06-21,2016,6,21,7413772268,279520484639963,279162984639963,30742.768211316372,20585486.45043398,1.024551224223023,241155,665820,2.5128776098359977,2.760962866206382,143,364913772268,357500000000,9658776380610,279520484639963,269861708259353
2016-06-22,2016,6,22,7889394670,264889915666156,264547415666156,33443.1006973146,19893058.226608433,1.0167522575885273,235905,614193,2.4762807062164853,2.6035607553888216,137,350389394670,342500000000,11591448270225,264889915666156,253298467395931
2016-06-23,2016,6,23,7887544132,328860637583202,328498137583202,31207.517980573306,19588267.94306319,0.9746336056683327,252745,671624,2.4140062117944963,2.6573186413183247,145,370387544132,362500000000,12701908998558,328860637583202,316158728584644
2016-06-24,2016,6,24,7293098436,277732789481390,277432789481390,31241.318843063003,20748203.654587664,0.9207257326854992,233444,597605,2.1935924675725227,2.5599501379345795,120,307293098436,300000000000,5433063834654,277732789481390,272299725646736
2016-06-25,2016,6,25,6299530030,218308495994224,217900995994224,29597.908399385444,19797232.3823667,1.2233918340136392,212837,609967,2.778393794312079,2.865887980003477,163,413799530030,407500000000,8190551342721,218308495994224,210117944651503
2016-06-26,2016,6,26,5411752167,178631453375605,178261453375605,29845.593089755963,18815684.587723225,1.3706645071083186,181325,534659,2.8459782159106575,2.948622638908038,148,375411752167,370000000000,9091125424057,178631453375605,169540327951548
2016-06-27,2016,6,27,5954426908,213403256973000,213048256973000,28257.396785322773,18430740.319327787,1.3707329788774008,210721,517390,2.3640500946749494,2.4553319317960716,142,360954426908,355000000000,6238204241455,213403256973000,207165052731545
2016-06-28,2016,6,28,5851615739,189025006837592,188652506837592,27926.54121010232,18074581.100428745,1.573288148167967,209536,579789,2.4289573152107513,2.767013782834453,149,378351615739,372500000000,4187327573529,189025006837592,184837679264063
2016-06-29,2016,6,29,6313180436,203122747433098,202765247433098,27440.25920806711,17522975.25560383,1.2179315175167236,230070,567137,2.292411005346199,2.4650628069717913,143,363813180436,357500000000,4950946160689,203122747433098,198171801272409
2016-06-30,2016,6,30,6139497628,203913567412716,203541067412716,26703.104285459536,18005497.188687112,1.1646656002550497,229917,582958,2.280022790833214,2.535514990192113,149,378639497628,372500000000,7228636670000,203913567412716,196684930742716
2016-07-01,2016,7,1,5934712537,202278981133464,201853981133464,28030.28710355414,18990866.909803253,1.241099968466177,211725,537219,2.7107946628881803,2.5373432518597236,170,430934712537,425000000000,7662761399205,202278981133464,194616219734259
2016-07-02,2016,7,2,5364704067,215195771934321,214833271934321,26847.817609936992,18867016.822114248,1.316508313594047,199819,503315,2.324508680355722,2.518854563379859,145,367864704067,362500000000,14414317617896,215195771934321,200781454316425
2016-07-03,2016,7,3,4555170477,176004303209408,175629303209408,25675.082726473374,17011028.90408969,1.494692174409845,177416,484344,2.4622976507192136,2.729990530730036,150,379555170477,375000000000,22314806477579,176004303209408,153689496731829
2016-07-04,2016,7,4,5329415125,251313590562433,250921090562433,25369.710691674205,17247406.740980126,1.3164207757100754,210070,572999,2.399076498310087,2.727657447517494,157,397829415125,392500000000,6755083247494,251313590562433,244558507314939
2016-07-05,2016,7,5,5607281184,210774035844768,210436535844768,26282.57002240492,17561118.462164894,1.2551263506000119,213346,541578,2.3767541927198073,2.538496151790987,135,343107281184,337500000000,7229464272935,210774035844768,203544571571833
2016-07-06,2016,7,6,5492587904,202891719539696,202531719539696,25812.12506168024,17491620.12407601,1.1157872936140183,212791,540856,2.372116301911265,2.5417240390806004,144,365492587904,360000000000,4837957048732,202891719539696,198053762490964
2016-07-07,2016,7,7,5561743185,262190104168245,261850104168245,26402.643163336514,16899096.837192245,1.219484426245507,210651,512686,2.437396451951332,2.4338170718392034,136,345561743185,340000000000,4713742819267,262190104168245,257476361348978
2016-07-08,2016,7,8,5789075858,240794072657429,240431572657429,26903.28541088665,17892075.49169173,1.1208126737571436,215181,572281,2.4144929152666825,2.659533137219364,145,368289075858,362500000000,3177768685409,240794072657429,237616303972020
2016-07-09,2016,7,9,5003080319,203466776521342,203136776521342,26064.76920311751,16992714.91211894,1.3022269831630289,191948,540000,2.3706889365869923,2.8132619251047157,149,335003080319,330000000000,2532687027708,203466776521342,200934089493634
2016-07-10,2016,7,10,3838294750,151710615488206,151519365488206,23624.927678065833,15355242.689332573,1.5626883946618901,162468,442176,2.522078193859714,2.7216190265159907,153,195088294750,191250000000,3925102675307,151710615488206,147785512812899
2016-07-11,2016,7,11,5702037114,219064080963999,218874080963999,26288.540972420724,17094717.62634407,1.2745071875762077,216902,577917,2.4093645978368112,2.664415265880444,152,195702037114,190000000000,3537757154120,219064080963999,215526323809879
2016-07-12,2016,7,12,4892554529,224176632768619,224010382768619,23179.66243112507,15530910.015404372,1.1935419774304965,211071,511454,2.2315903179498844,2.4231372381805176,133,171142554529,166250000000,4121016557074,224176632768619,220055616211545
2016-07-13,2016,7,13,5306787112,220934925025433,220766175025433,24293.58147625936,15993281.190754838,0.9743723166572928,218444,531709,2.255479665268902,2.4340746369778983,135,174056787112,168750000000,4196475498623,220934925025433,216738449526810
2016-07-14,2016,7,14,5910717644,223576990337521,223405740337521,26796.132232603897,17709723.208231438,1.0223947694571363,220581,546392,2.269066692054166,2.477058314179372,137,177160717644,171250000000,6653536063555,223576990337521,216923454273966
2016-07-15,2016,7,15,5575098829,334808535688290,334632285688290,25413.9034562296,16944940.43940164,0.9709622547409991,219372,556922,2.2168781795306605,2.5387105008843425,141,181825098829,176250000000,7685788996980,334808535688290,327122746691310
2016-07-16,2016,7,16,4986562116,194204026071612,194009026071612,27390.265171156127,18222076.151567847,1.1088476318164848,182056,478439,2.845690337039153,2.6279771059454236,156,199986562116,195000000000,9200023462043,194204026071612,185004002609569
2016-07-17,2016,7,17,4893062135,208826674529000,208639174529000,28466.737653225664,19388398.927279986,1.3570701374558805,171887,472084,2.98951636831174,2.7464787912989346,150,192393062135,187500000000,12713496608282,208826674529000,196113177920718
2016-07-18,2016,7,18,5783169413,220504988724619,220323738724619,26727.40698136577,18044169.143356573,1.090266882061751,216376,551639,2.485774762450549,2.5494463341590565,145,187033169413,181250000000,3311815697561,220504988724619,217193173027058
2016-07-19,2016,7,19,6104406935,251575713115836,251416963115836,27291.169565936598,18412269.598852012,0.9098932371095948,223677,537034,2.137300661221315,2.4009352772077595,127,164854406935,158750000000,3756169951000,251575713115836,247819543164836
2016-07-20,2016,7,20,6365270087,240754861880438,240567361880438,28223.356716563503,18833597.14225247,0.9933513846201842,225532,562803,2.4371486086231666,2.495446322473086,150,193865270087,187500000000,5489623709302,240754861880438,235265238171136
2016-07-21,2016,7,21,6320523997,234611403913129,234432653913129,27772.75681957993,18520311.45930092,1.023992643141326,227580,592248,2.2791589770630107,2.602372791985236,143,185070523997,178750000000,4915181437505,234611403913129,229696222475624
2016-07-22,2016,7,22,6301502124,235594486576243,235441986576243,29125.886852103496,18948222.200139407,0.9680648333232655,216354,515541,2.1888340405076865,2.382858648326354,122,158801502124,152500000000,2846136730512,235594486576243,232748349845731
2016-07-23,2016,7,23,6078765518,181716640097478,181556640097478,31156.53968140069,20481621.500959985,1.0298024170663231,195104,510194,2.477068640314909,2.6149848286042316,128,166078765518,160000000000,3512275089558,181716640097478,178204365007920
2016-07-24,2016,7,24,5073771968,190477352865025,190317352865025,27783.982520603455,18376159.02640716,1.0943453615602081,182615,469998,2.4678367056375436,2.5737097171645265,128,165073771968,160000000000,4117691709120,190477352865025,186359661155905
2016-07-25,2016,7,25,6964827697,189774447507293,189606947507293,28886.515271038115,18924121.27127919,1.2032796021456322,241110,624929,2.20829496910124,2.5918833727344364,134,174464827697,167500000000,4676245783347,189774447507293,185098201723946
2016-07-26,2016,7,26,7008570336,233084286270866,232926786270866,29774.290904456433,19491035.31613841,1.0215865652027392,235390,580766,2.2144143761417223,2.467250095586049,126,164508570336,157500000000,3622846980890,233084286270866,229461439289976
2016-07-27,2016,7,27,7330306319,249981839508773,249825589508773,31818.880087335485,20881940.29966046,0.9611024180210077,230376,549971,2.2799119699968746,2.3872755842622495,125,163580306319,156250000000,9703151543201,249981839508773,240278687965572
2016-07-28,2016,7,28,7413116903,248891785239659,248720535239659,30689.909306186324,20138610.191662844,0.8726051328879315,241549,608894,2.2468857250495757,2.5207887426567694,137,178663116903,171250000000,4897061854885,248891785239659,243994723384774
2016-07-29,2016,7,29,7209864685,215639633629220,215453383629220,31064.951893661942,20426993.85329937,0.878383549090133,232090,530583,2.3838036968417424,2.2861088370890603,149,193459864685,186250000000,4499609172594,215639633629220,211140024456626
2016-07-30,2016,7,30,6395094637,187825237257207,187681487257207,32523.99028109059,21314979.354325384,1.0390672403903578,196627,522971,2.111932745757195,2.6597110264612693,115,150145094637,143750000000,9850346151381,187825237257207,177974891105826
2016-07-31,2016,7,31,7323171687,182251615713621,182056615713621,37055.33470459651,23152340.30598166,1.1457737589537618,197628,496791,3.0007438217256666,2.513768291942437,156,202323171687,195000000000,6236575431946,182251615713621,176015040281675
2016-08-01,2016,8,1,7412186717,174526298183334,174337548183334,33493.99101216002,20314416.318085525,1.0746385926874287,221299,599537,2.6383038332753426,2.70917175405221,151,196162186717,188750000000,5431175360812,174526298183334,169095122822522
2016-08-02,2016,8,2,7976993477,329816186425020,329618686425020,31983.967815529697,16854947.83063789,0.9376360632580125,249406,593133,2.452884052508761,2.378182561766758,158,205476993477,197500000000,5693502047912,329816186425020,324122684377108
2016-08-03,2016,8,3,7760089337,267060453165204,266860453165204,31925.721455401184,18208741.11931668,0.8500417673577702,243067,614077,2.4353573294606012,2.5263692726696756,160,207760089337,200000000000,6890876439770,267060453165204,260169576725434
2016-08-04,2016,8,4,7058487984,302219329232758,302025579232758,29972.220856811648,17490055.203275807,0.8905728575110978,235501,575078,2.3703593615313734,2.441934429153167,155,200808487984,193750000000,10367248035823,302219329232758,291852081196935
2016-08-05,2016,8,5,7311875510,230101688861551,229892938861551,32197.00530167593,18715468.470353726,0.9701707710524127,227098,547576,2.4151555716034485,2.4111881214277537,167,216061875510,208750000000,6339896179261,230101688861551,223761792682290
2016-08-06,2016,8,6,6039039680,152421535228828,152206535228828,30754.78165216107,18169783.73266148,0.9616602613500203,196361,512885,2.3662743620168976,2.6119494196912827,172,221039039680,215000000000,9638785133968,152421535228828,142782750094860
2016-08-07,2016,8,7,6410590907,189789438406219,189614438406219,33864.359103443174,20140227.908288315,1.0066274364685162,189302,487734,2.537120579814265,2.57648624948495,140,181410590907,175000000000,8575986500563,189789438406219,181213451905656
2016-08-08,2016,8,8,8781302652,194263625708211,194071125708211,37168.905720114795,21990212.561359014,1.6602532703158719,236254,602173,2.3719175125077245,2.54883726836371,154,201281302652,192500000000,4278173545194,194263625708211,189985452163017
2016-08-09,2016,8,9,7165622789,207779106962345,207624106962345,32265.37161164244,18969848.72240257,0.9981475399459591,222084,536682,2.180580320959637,2.4165721078510836,124,162165622789,155000000000,5290704745322,207779106962345,202488402217023
2016-08-10,2016,8,10,8020532677,231018801254995,230821301254995,31126.545753371494,18363689.165721476,1.3309742976673278,257675,645425,2.3597710293974967,2.504802561366062,158,205520532677,197500000000,10570902093917,231018801254995,220447899161078
2016-08-11,2016,8,11,7805108870,223706660476361,223535410476361,31408.383245340116,18517939.140916053,1.0260625312792329,248504,609986,2.1403679618839133,2.4546325210056983,137,179055108870,171250000000,5195742891625,223706660476361,218510917584736
2016-08-12,2016,8,12,7235019573,197091975592053,196899475592053,30571.237225398356,17951175.293369394,0.9712515131457388,236661,581857,2.418708616966885,2.458609572341873,154,199735019573,192500000000,3960402918413,197091975592053,193131572673640
2016-08-13,2016,8,13,6264601025,200585229776044,200381479776044,29045.813357752224,17002361.666173663,1.5928121818283358,215680,537699,2.447320103857567,2.493040615727003,163,210014601025,203750000000,5667818989663,200585229776044,194917410786381
2016-08-14,2016,8,14,6153791410,173865770240986,173659520240986,30807.003699568966,17602723.94318945,1.2737074451022632,199753,539273,2.379513699418782,2.699699128423603,165,212403791410,206250000000,4623664306910,173865770240986,169242105934076
2016-08-15,2016,8,15,6288491433,204354301196857,204171801196857,31073.306286318537,17605030.810985222,1.0487524711023397,202376,506468,2.545504407637269,2.502609005020358,146,188788491433,182500000000,6326800490339,204354301196857,198027500706518
2016-08-16,2016,8,16,8531683640,262913952167527,262741452167527,34054.26707965449,19697496.194663506,1.076381371680352,250532,601376,2.3380446410039437,2.400395957402647,138,181031683640,172500000000,8033344171823,262913952167527,254880607995704
2016-08-17,2016,8,17,7513112303,211930776993708,211778276993708,31756.23471703855,18217400.709858608,1.1170199759079043,236587,577301,2.1970226597403917,2.4401213929759455,122,160013112303,152500000000,12582496719810,211930776993708,199348280273898
2016-08-18,2016,8,18,7666619071,231394533128484,231208283128484,31808.529735627988,18234659.238206632,0.9855910329384489,241024,559899,2.3031274893786513,2.323001028943176,149,193916619071,186250000000,8630879024384,231394533128484,222763654104100
2016-08-19,2016,8,19,8036644829,234878378538027,234699628538027,32757.707099651092,18801562.675276488,1.041142802467799,245336,597855,2.184432777904588,2.4368824795382658,143,186786644829,178750000000,6198586874682,234878378538027,228679791663345
2016-08-20,2016,8,20,6385553591,215581699829644,215369199829644,29828.720867550473,17354261.978067894,1.1368994153214722,214074,563219,2.6026233919112083,2.6309547165933274,170,218885553591,212500000000,3634976184832,215581699829644,211946723644812
2016-08-21,2016,8,21,5064521136,133276746753916,133081746753916,27416.098999610236,15923055.906742532,1.3186185908498875,184728,502199,2.5228443982504007,2.718586245723442,156,200064521136,195000000000,6788919371518,133276746753916,126487827382398
2016-08-22,2016,8,22,6527548720,199712414106354,199513664106354,28827.727053918818,16863410.77988498,1.0747912277405203,226433,580406,2.4756285523753165,2.5632571224159024,159,205277548720,198750000000,5020190552916,199712414106354,194692223553438
2016-08-23,2016,8,23,6750661674,201395142294087,201207642294087,28293.86554396436,16484791.171910768,1.1135398910452892,238591,562499,2.371707231203189,2.3575868326969585,150,194250661674,187500000000,3629484679907,201395142294087,197765657614180
2016-08-24,2016,8,24,6562073464,220792126297930,220597126297930,27468.21209140341,15895905.048618682,1.419817455142685,238897,599365,2.246085132923394,2.5088845820583767,156,201562073464,195000000000,4141667925399,220792126297930,216650458372531
2016-08-25,2016,8,25,6295783622,201120588470043,200965588470043,27592.754558044948,15894349.512787418,1.1419186194606847,228168,548174,2.0615160758739175,2.402501665439501,124,161295783622,155000000000,4981024586457,201120588470043,196139563883586
2016-08-26,2016,8,26,6391242474,217619196995307,217445446995307,27496.192470347312,15916848.487601895,1.1091496885074905,232441,554532,2.295356671155261,2.3856892716861484,139,180141242474,173750000000,3488917115009,217619196995307,214130279880298
2016-08-27,2016,8,27,5537245926,150021801829938,149844301829938,28827.510781853583,16437475.283012327,1.2864056814133253,192082,526046,2.338735540029779,2.738653283493508,142,183037245926,177500000000,8635971099440,150021801829938,141385830730498
2016-08-28,2016,8,28,4885639402,125791067020656,125604817020656,28434.140959010143,16352622.832764495,1.4711745048051883,171823,449471,2.5332347823050463,2.615895427271087,149,191135639402,186250000000,2839846138531,125791067020656,122951220882125
2016-08-29,2016,8,29,6477644144,176255812740750,176058312740750,27775.656348488294,15927374.010811368,1.2766958442890282,233213,556349,2.4989687538859324,2.3855831364460816,158,203977644144,197500000000,2985739626835,176255812740750,173270073113915
2016-08-30,2016,8,30,6540005715,176488139306099,176306889306099,27469.20517882269,15813902.88886765,1.3726735385681599,238085,587382,2.1989709557510975,2.4671104857508874,145,187790005715,181250000000,12853497362743,176488139306099,163634641943356
2016-08-31,2016,8,31,6399425689,179513515321074,179327265321074,27674.867620093755,15837572.901370853,1.2032876610376406,231236,564814,2.370885156290543,2.4425867944437716,149,192649425689,186250000000,10469627646679,179513515321074,169043887674395
2016-09-01,2016,9,1,6309957524,179854079821520,179689079821520,26886.808433396112,15385214.806760982,0.9366075555902642,234686,547238,2.191225722880785,2.33178800610177,132,171309957524,165000000000,11856894045835,179854079821520,167997185775685
2016-09-02,2016,9,2,5821611297,158480316839255,158277816839255,25147.34901511879,14506166.37027386,0.9807655443976803,231500,557124,2.279671706263499,2.406583153347732,162,208321611297,202500000000,3765583725289,158480316839255,154714733113966
